category,headline,first_paragraph
economi,Cap needed on base pay of TT CEOs,"THE EDITOR: Observing the team of unionists protesting US policy towards Venezuela reminds me of the urgent need facing the capitalist world, which is to make the system fairer for all, and especially for those at the lower end of the scale."
economi,Erroneous economics by Deosaran,"THE EDITOR: The column in the Sunday Newsday of February 3 by Ramesh Deosaran, headlined “Socialism? No señores!” reveals a serious misunderstanding of economics."
economi,Looking ahead with labour optimism,"FEW WILL dispute that 2018 was one that dealt the labour sector some serious blows, the highlight being the retrenchment of Petrotrin workers and the continued expressions of mistrust of the role and functioning of the Industrial Court by employers, despite the statistical justifications repeatedly outlined by the court president."
economi,Can US recovery boost local economy?,"It’s said that when the United States sneezes the rest of the world catches a cold, but with the US and global economy on a record recovery, setting records the likes of which have not been seen since after the global economic meltdown of 2008-2009, economist Dr Terrence Farrell says this country will not benefit unless TT can get oil and gas production ""back up to the level of five, seven years ago.”"
economi,"Jamaica debt falls below 100% of GDP, first time since 2000","The International Monetary Fund (IMF) is projecting that for the first time since 2000, Jamaica’s public debt will fall below 100 per cent – to 98.7 per cent for 2019."
economi,Digital government can deliver GDP savings,AN effective knowledge-based economy can deliver economic savings of one working week per year or two per cent of a country’s Gross Domestic Product (GDP).
economi,Tie scholarships to economic development,MINISTER in the Education Ministry Dr Lovell Francis says a report on scholarships has advised that they should be tied to economic development
economi,Aligning social and economic growth,"THE EDITOR: The outlook of the economy for 2018 has been described by the Government as reassuring. There was also an expression relevant to the turning around of the economy through factors such as an increase in the collection of revenue, a buoyant energy sector, as well as significant growth in the non-oil sector."
economi,Tobago suffers economic blow for Easter,"THE plagued seabridge between Trinidad and Tobago would remain this way for an indefinite time since problems continue to crop up with the TT Spirit. The vessel, which had been on drydock for maintenance for the past 11 months, was supposed to have been put back in service before the Easter weekend"
economi,Turbulent year for the economy,"The government chose “turnaround” as the defining term to represent the state of TT’s economy, but the course of 2018 suggests “tumultuous” might be better."
economi,UWI economic work relevant,"The work done by the University of the West Indies’ (UWI) Sir Arthur Lewis Institute of Social and Economic Studies (SALISES), remains relevant today. This was the consensus from participants at UWI’s Vice-Chancellor Forum in Jamaica on January 23. “The search for competitive advantages for our economic sectors in this innovation age can only be achieved within this alignment,” said Vice-Chancellor, Professor Sir Hilary Beckles."
economi,T&T poised to be financial centre of region,"T&T is well po­si­tioned to be the in­ter­na­tion­al fi­nan­cial cen­tre of the re­gion, Varun Ma­haraj, chair­man of the T&T In­ter­na­tion­al Fi­nan­cial Cen­tre (IFC), said yes­ter­day.""Un­like many of the com­pet­ing des­ti­na­tions, T&T, with a Stan­dard and Poor's rat­ing of A, is a vi­brant and sta­ble econ­o­my with world class in­fra­struc­ture and the avail­abil­i­ty of trained, Eng­lish speak­ing fi­nan­cial ser­vices and ac­count­ing per­son­nel,"" he said."
economi,Economic stimulation,"In many coun­tries, dur­ing an eco­nom­ic down­turn a com­bi­na­tion of fis­cal and mon­e­tary pol­i­cy is em­ployed to stim­u­late that econ­o­my in­to a state of re­cov­ery and/or sta­bil­i­ty."
economi,Economist: Brace for ten years of economic troubles,"T&T should brace for more eco­nom­ic trou­bles –at least for the next ten years, says lo­cal econ­o­mist Dr Dhanesh­war Ma­habir.Dr Ma­habir's gloomy warn­ing comes on the heels of the Cen­tral Bank's state­ment that the coun­try's Gross Do­mes­tic Prod­uct (GDP) would not achieve the pro­ject­ed growth of two per cent this year, but will in­stead be flat, or at best, achieve a one per cent growth. ]"
economi,Finding our economic stasis,"The sub­tle mod­i­fi­ca­tion of the name of the Min­istry of Plan­ning, So­cial and Eco­nom­ic Re­struc­tur­ing, etc, to the Min­istry of Plan­ning and the Econ­o­my sig­nals a fun­da­men­tal change in the Gov­ern­ment's short-lived phi­los­o­phy to­wards eco­nom­ic de­vel­op­ment and, hence, its plan­ning. The change backs away from giv­ing the Gov­ern­ment the lead strate­gic role in mov­ing this econ­o­my to­wards an on-shore econ­o­my that should in its fledg­ling stages com­ple­ment our de­plet­ing re­source-based off­shore sec­tor and even­tu­al­ly re­place it. A re­sponse for pro­pos­als (RFP) from the Min­istry of Plan­ning for the In­vad­er's Bay de­vel­op­ment project states that this min­istry's role is medi­um- and long-term eco­nom­ic pol­i­cy plan­ning. Hence, one would ex­pect that with such a plan in place, any eco­nom­ic de­vel­op­ment that is gov­ern­ment-fa­cil­i­tat­ed or -dri­ven would fall with­in these poli­cies."
economi,Economic challenges in 2017,"A re­port from First Cit­i­zens In­vest­ment Ser­vices (FCIS) says many of the un­re­solved eco­nom­ic is­sues of 2016 are like­ly to re­main at the fore in the new year, pos­ing chal­lenges to any ma­jor eco­nom­ic re­cov­ery for T&T."
economi,Japan economic sea change meets skepticism,LON­DON-The bold poli­cies promised by Japan's new gov­ern­ment look ill-suit­ed to re­verse a rel­a­tive de­cline that has turned a lead­ing ac­tor on the world eco­nom­ic stage in­to a bit-part play­er in less than a gen­er­a­tion.
economi,Devaluation and economic development,"To date the dis­cus­sion has fo­cussed on whether af­ter a drop in for­eign ex­change earn­ings it is more ef­fi­cient and ef­fec­tive to sta­bilise a small open econ­o­my via a de­val­u­a­tion or, in­stead, fis­cal means where­by ag­gre­gate de­mand can be re­duced in an at­tempt to again achieve trade bal­ance."
economi,Pantin believed in Caribbean economic model,"He was a re­gion­al­ist, an ad­vo­cate of lo­cal eco­nom­ic de­vel­op­ment and a firm be­liev­er in par­tic­i­pa­to­ry democ­ra­cy. These are just some of the ways in which the life of econ­o­mist Den­nis Pan­tin is be­ing de­scribed."
economi,Wrong diagnosis of economic problem,"Gov­ern­ment is mis­di­ag­nos­ing the eco­nom­ic prob­lem by mak­ing cut­backs on projects, says Con­gress of the Peo­ple Po­lit­i­cal Leader Win­ston Dook­er­an."
economi,Oil rises on higher economic growth expectation,"NEW YORK-The price of oil rose Thurs­day on an im­proved read­ing on US eco­nom­ic growth while law­mak­ers con­tin­ued their tus­sle over the ""fis­cal cliff."" The Com­merce De­part­ment on Thurs­day raised its es­ti­mate for US eco­nom­ic growth to an an­nu­al rate of 2.7 per cent in the sum­mer quar­ter of this year. That's much high­er than the two per cent rate es­ti­mat­ed a month ago and more than twice the 1.3 per cent rate in the three pre­vi­ous months."
economi,The world economic environment and the Caribbean,"The trou­bling world eco­nom­ic en­vi­ron­ment has im­pact­ed on Caribbean economies. Coun­tries like Spain where many fam­i­lies can bare­ly af­ford to eat are even worse off than the re­gion. De­spite these con­di­tions, some Caribbean economies are ex­pect­ed to grow in 2013, says world-renowned econ­o­mist Prof Comp­ton Bourne."
economi,In search of economic equilibrium,"In a full-page ad­ver­tise­ment pub­lished yes­ter­day in all three dai­ly news­pa­pers, the Gov­ern­ment makes the point that it has been ""search­ing for the right equi­lib­ri­um...to main­tain the sta­bil­i­ty of our fi­nances and at the same time redi­rect ex­pen­di­ture to re-ig­nite growth."""
economi,Lots of economic benefits can come from sport tourism,"Mega and small scale sport tourism has the po­ten­tial to con­tribute to the so­cial, cul­tur­al, eco­nom­ic and in­fra­struc­tur­al de­vel­op­ment of the host coun­try or city. Sport tourism in­volves the trav­el of per­sons for non-busi­ness rea­sons to par­tic­i­pate and or ob­serve sport­ing ac­tiv­i­ties (Hall, 1992)."
economi,T&T needs to build new economic elements,"Do­minic Hadeed of the T&T Man­u­fac­tur­ers As­so­ci­a­tion told us that the Gov­ern­ment has been talk­ing about di­ver­si­fi­ca­tion, but we have not seen any ac­tion yet. They have start­ed talk­ing about it and we are look­ing for­ward to the bud­get to see the fruits of their con­sul­ta­tion. Hadeed, in re­ply to Plan­ning Min­is­ter Bhoe Tewarie that the man­u­fac­tur­ing in­dus­try needs to op­er­ate at 100 per cent, since they are now at 64 per cent and they need to ex­port, said the ef­fi­cien­cy that is lack­ing now is not nec­es­sar­i­ly with the fac­to­ries, but at the ex­ter­nal stage that is with­in gov­ern­ment's con­trol."
economi,Golding: J'ca's economic measures bearing fruit,"Ja­maican Prime Min­is­ter Bruce Gold­ing says the eco­nom­ic mea­sures that the Gov­ern­ment has put in place are now bear­ing fruit and are set to put the coun­try on a sound eco­nom­ic path. How­ev­er, he says while the coun­try is ex­pe­ri­enc­ing eco­nom­ic growth in cer­tain ar­eas, more needs to be done in or­der to reap even greater eco­nom­ic suc­cess. Gold­ing made the com­ments as he de­liv­ered a lec­ture at the Brook­ings In­sti­tute in Wash­ing­ton, DC last week. He told the more than 200 par­tic­i­pants that some of the mea­sures put in place to help re­alise the eco­nom­ic suc­cess in­clud­ed the in­tro­duc­tion of the Ja­maica Debt Ex­change (JDX), mea­sures to re­duce crime, di­vest­ing Air Ja­maica and the is­land's sug­ar fac­to­ries, along with the de­vel­op­ment of strin­gent eco­nom­ic pro­grammes, with sup­port from the In­ter­na­tion­al Mon­e­tary Fund (IMF) and the World Bank."
economi,Making a difference in our economic space,"Nat­ur­al and man-made dis­as­ters have bat­tered the nor­mal­ly well-or­gan­ised, prop­er­ly-or­dered so­ci­ety of Japan over the past two weeks. Sit­u­at­ed atop ac­tive and mov­ing tec­ton­ic plates, Japan's mas­sive 9.0 mag­ni­tude earth­quake and the tsuna­mi which came in its wake claimed tens of thou­sands of lives which could be at­trib­uted to ""acts of God""."
economi,Racing beyond the economic finish line,The Jet­sam Awards on Fri­day pro­vid­ed very few sur­pris­es. The one de­bate was the award of Cham­pi­on Im­port­ed Sprint­er to Crime of Pas­sion over Con­trol Unit who won the Sprint Cham­pi­onship in De­cem­ber.
economi,"OBG, Aegis collaborate on economic report","A first-time re­port by the glob­al pub­lish­ing firm, Ox­ford Busi­ness Group (OBG) on T&T's econ­o­my will pro­vide in-depth analy­sis of the coun­try's plans to boost in­vest­ment in its en­er­gy sec­tor through a mix of tax re­forms and in­cen­tives."
economi,Pushing e-commerce for business growth,"Ad­di­tion­al notes from the sem­i­nar are avail­able at http://lyn­der­say­dig­i­tal.com/brain/dump.html, cov­er­ing con­tri­bu­tions from Bernard Camp­bell, Man­ag­ing Di­rec­tor at In­tel­li­gent Busi­ness Ad­van­tage, Kevin Khelawan of Teleios and Shar­lene Ma­haraj."
economi,Businessman calls for better e-commerce plans,"Lo­cal-born US-based busi­ness­man Ash­ley Christ­mas is ex­press­ing the view that the e-com­merce trade now pop­u­lar in de­vel­oped coun­tries, will re­main stag­nant in the Caribbean un­til Cari­com lead­ers ham­mer out and agree on poli­cies crit­i­cal to the ef­fec­tive im­ple­men­ta­tion of a dig­i­tal plat­form to fa­cil­i­tate this new area of busi­ness. He said an in­te­gral part of that process must be draft­ing, adopt­ing and ul­ti­mate­ly en­forc­ing laws to deal with In­ter­net fraud, for this as­pect of com­merce to thrive. Christ­mas, the lead de­sign­er and CEO of Earth­Mem­ber4Life.com, said in­ter­na­tion­al mer­chants were weary of trans­ac­tions em­a­nat­ing from this part of the world and that the best so­lu­tion was to build con­fi­dence among these lead­ing re­tail­ers through the en­act­ment of strin­gent poli­cies that stamped out fraud. He al­so called on re­gion­al heads to ex­plore, with ur­gency, the pos­si­bil­i­ty of stan­dar­d­is­ing the op­er­at­ing pro­ce­dures at Cari­com ports of call, to sup­port this emerg­ing as­pect of busi­ness."
economi,Eyes on gas price in mid-year Budget review,Nei­ther Gov­ern­ment sources—or the Op­po­si­tion—an­tic­i­pate Fi­nance Min­is­ter Colm Im­bert will in­crease the fu­el price in Mon­day's mid-year re­view.
economi,Imbert delivers $51 billion budget,Fi­nance Min­is­ter Colm Im­bert has pre­sent­ed a fis­cal pack­age val­ued at TT$51.776 bil­lion with ex­pect­ed rev­enue earn­ings of TT$47.724 bil­lion for a fis­cal deficit of over TT$4 bil­lion.
economi,Chamber welcomes Budget measures,"""Following the delivery of the National Budget 2018/2019 this afternoon the Trinidad and Tobago Chamber of Industry and Commerce wishes to note the Minister of Finance’s positive and ambitious plans for the next fiscal year and beyond."
economi,THA seeks $5.6b budget,"The To­ba­go House of As­sem­bly (THA) has pre­sent­ed a $5.6 bil­lion bud­get es­ti­mate for the fis­cal year 2014/2015.Un­der the theme, ""Keep­ing Faith with the Peo­ple's Man­date, Pro­tect­ing To­ba­go's Her­itage"", the pre­sen­ta­tion in­clud­ed over­all re­cur­rent es­ti­mates of $3.13 bil­lion, an in­crease of $163.86 mil­lion over the fis­cal 2014 re­quest to the Cen­tral Gov­ern­ment and $1.31 bil­lion over last year's re­vised es­ti­mates."
economi,WTO: Caribbean must take advantage of trade opportunities,"PORT-AU-PRINCE, Haiti–Di­rec­tor Gen­er­al of the World Trade Or­gan­i­sa­tion (WTO) Pas­cal Lamy has urged de­vel­op­ing coun­tries to en­sure they have the nec­es­sary trade ca­pac­i­ty to take ad­van­tage of a chang­ing glob­al en­vi­ron­ment.Ad­dress­ing the launch of the Caribbean Re­gion­al Aid for Trade (AFT) Strat­e­gy, Lamy said hav­ing trade op­por­tu­ni­ties is not enough."
economi,T&T behind industrial revolution—Trade Minister,"Trade and Industry Minister Paula Gopee-Scoon, centre chat with from left, T&T Chamber of Industry & Commerce President Ronald Hinds, UWI, Vice-Chancellor, Sir Hillary Beckles, UWI Pro Vice-Chancellor and Campus Principal Prof Brian Copeland and UWI Pro Vice-Chancellor Academic-Industry Partnership a Planning, Prof Densil Williams at the consultation between UWI and the Private Sector, State enterprise and Government at Hyatt Regency Hotel, Port-of-Spain, on Monday."
economi,"Trinidad plays big role in $17B Caribbean drug, guns trade","The Caribbean cor­ri­dor fa­cil­i­tates the tran­sit of over $17 bil­lion worth of co­caine to the Unit­ed States. Au­thor Trevor Munroe writes in Caribbean Se­cu­ri­ty in the Age of Ter­ror that this ac­counts for half their mar­ket.Trinidad is a well-doc­u­ment­ed tran­sit coun­try for nar­cotics leav­ing the South Amer­i­can pro­duc­ers, but the in­ter­est­ing fact is that re­searcher and crim­i­nol­o­gist Dau­rius Figu­iera said T&T has been ""switched on"" as ma­jor trans­ship­ment point, in­creas­ing the amount of drugs fil­tered."
economi,Manufacturing sector poised for growth,"Minister of Trade and Industry Paula Gopee Scoo, right, speak with President of the San Juan Business Association Vivek Charran, centre, and Dr. Roger Hosein during the San Juan Business Association Post Budget Forum at Maritime Plaza Barataria on Wednesday."
economi,Growth of T&T economy linked to US,"?There seems to be a con­fu­sion in the gov­ern­ment's pro­jec­tions for the econ­o­my ac­cord­ing to econ­o­mist, In­dera Sage­wan-Al­li. Mar­i­ano Browne, Min­is­ter in the Min­istry of Fi­nance, said last Sat­ur­day at a Bal­isi­er House meet­ing that T&T should ex­pect a three-year bud­get deficit, and that in 2010 there would be a $ 6 bil­lion deficit. Re­spond­ing to Browne's state­ments, Sage­wan-Al­li said in the 2009 to 2010 bud­get pre­sen­ta­tion, Fi­nance Min­is­ter Karen Tesheira had pro­ject­ed a deficit of $7.4 bil­lion, but Browne was say­ing a month lat­er the bud­get deficit will be $6 bil­lion. ""I am not all sur­prised by this. Man­u­fac­tur­ing in T&T will con­tin­ue to con­tract, the en­er­gy sec­tor will con­tin­ue to con­tract and so will gov­ern­ment in­vest­ment in the econ­o­my,"" she said."
economi,Profit growth for Prestige Holdings,"Chris­t­ian E. Mout­tet, chair­man of restau­rant man­age­ment com­pa­ny Pres­tige Hold­ings Lim­it­ed, said the KFC and Piz­za Hut brands de­liv­ered strong rev­enue and prof­it growth to the com­pa­ny dur­ing 2015."
educ,"University can change homeless people's lives, but they need support to get there","When Lucy Davies left school at 12, falling into addiction and ultimately homelessness, the last thing she thought she’d be doing at 30 was going to university. But now she’s planning to start a fine art degree in September."
educ,The magic of llamas': furry friends help stressed university students relax,"Final exams are approaching at one of America’s elite universities, and the atmosphere might be tense – if it weren’t for eight hairy campus visitors."
educ,Charles Koch gave $25m to our university. Has it become a rightwing mouthpiece?,"In 2017, the marketing student at Utah State University’s business school was named a Koch Scholar, a program sponsored by Charles Koch, the ultra-conservative billionaire. Fifteen students are given a $1,000 stipend and selected to participate in the “reading group”, tasked with reading one book a week."
educ,Cambridge University criticised for hosting anti-feminist group,The University of Cambridge has been criticised for hosting a self-proclaimed anti-feminist group that staff claim have harassed female academics and make people feel unsafe on campus.
educ,Bristol University to confront its links with the slave trade,"The University of Bristol is to become the latest top education institution to order a new examination of its historical links to slavery, amid wider attempts by the city to get to grips with its ties to the trade."
educ,Education minister brands lowering of A-level grades as 'lunacy',"An education minister has attacked his own government’s policies of expanding access to higher education, saying it is “lunacy” and “madness” to allow students with low A-level grades into university."
educ,From 'consent football' to 'pin the organ on the body': sex education around the world,"As the British debate around how to talk to children about sex intensifies, teachers and students explain how it’s done across the globe"
educ,It's an educational revolution': how AI is transforming university life,"Beacon is unlike any other member of staff at Staffordshire University. It is available 24/7 to answer students’ questions, and deals with a number of queries every day – mostly the same ones over and over again – but always stays incredibly patient."
educ,Modern language teaching ‘under threat from tough exams’,"The exams regulator in England, Ofqual, is “killing off” modern languages by failing to address the excessive difficulty of language GCSE and A-level exams, according to more than 150 academics."
educ,Education secretary calls on schools to expel fewer pupils,"The education secretary, Damian Hinds, has called on headteachers in England to expel fewer pupils, as an independent study revealed that almost eight out of 10 children who are permanently excluded come from vulnerable backgrounds."
educ,The Guardian view on higher education: humans need the humanities,"The authoritarian and populist government of Jair Bolsonaro in Brazil is guilty of many crimes. Some, like the assault on the rainforest, will damage the whole world. Others will only damage Brazil: the latest example is the announcement that the government is considering withdrawing funding from university teaching of philosophy and sociology. Higher education may not seem a top priority in a country where a third of the adult population is functionally illiterate. The government’s education policy is already eccentric. The most recently sacked education minister, a former philosophy professor, had demanded that schools film their pupils singing the national anthem and listening to Mr Bolsonaro’s election slogan. But this is serious."
educ,Fifth of teachers plan to leave profession within two years,"Around one in five teachers (18%) expect to leave the classroom in less than two years while two-fifths of teachers, school leaders and support staff want to quit in the next five years – blaming “out of control” workload pressures and “excessive” accountability, according to a poll by the country’s biggest teaching union."
educ,One in four teachers 'experience violence from pupils every week',"One in four teachers in the UK say they experience physical violence from their pupils at least once a week, and many say poor behaviour is making them want to leave the profession, according to figures compiled by a teaching union."
educ,Shrinking break times in English schools 'impacting social skills',"School break times in England have got shorter over the last two decades, with older pupils losing more than an hour a week as lessons increasingly eat into lunch and play time, research has found."
educ,Minister says spending review will ease pressure on schools,"Headteachers in England have been told to endure “the darkest hour” until the Treasury’s spending plans for future school funding are revealed, by an education minister."
educ,Calls for private school head’s sacking for ‘tasteless Holocaust analogy’,"It was Stowe’s first headmaster, JF Roxburgh, who suggested the school should aspire to produce students who would prove “acceptable at a dance and invaluable at a shipwreck”."
educ,Stephen Fry backs calls to review relationships and sex education,"Stephen Fry has backed calls urging the government to review its new compulsory programme of relationships and sex education (RSE), due to be rolled out to schools next year, suggesting that it does not go far enough."
educ,Ofqual is killing off modern foreign language education,"The education secretary is right that exams are “inherently stressful” – but for students taking a modern foreign language (MFL), the stress is disproportionate. They will have to sit excessively difficult exams and accept that their grade may well end up lower than their performance deserves. In a recent BBC survey, 76% of English schools reported that the perception of languages as “difficult” was the main reason behind the drop in pupils studying for MFL exams. Where’s the incentive to choose a language if you’re systematically made to feel rubbish at it?"
educ,Language exams: how hard are they and is there a crisis?,"Research by Suzanne Graham, a professor of language and education at Reading University, shows that even though many students believe it is important to learn another language, they choose not to take language GCSEs because they are difficult."
educ,What do you think about the future of education?,"Do you have good ideas about education, or want to ask a question about what it could like like in the future? If so, let us know by sharing your thoughts with our panel of education experts to examine what can be done to improve education, and make systems more equal. Whether you’re a teacher, student, academic, social worker, policymaker, parent, and wherever you are in the world, we want to hear from you."
educ,Teaching assistants are invaluable to learning – so why are we being axed?,Next month I could lose my job. My 11 years as a teaching assistant could be coming to an end due to government cuts in education.
educ,Testing of under-fives goes ahead despite teaching union objections,"The Department for Education is to press ahead with its latest attempt to assess the abilities of four- and five-year-old children in their first weeks of full-time schooling, despite strong opposition from teaching unions."
educ,"Bursaries failing to solve teacher retention crisis, says Labour","Labour has accused the government of squandering taxpayers’ money on bursaries of up to £25,000 and beyond to attract top graduates into teaching, many of whom then fail to take up teaching posts."
educ,Teaching union warns of 'super-sized' classes in English schools,"Class sizes in secondary schools in England will hit a 40-year high owing to a sharp increase in pupil numbers being compounded by the growing funding crisis, teachers’ leaders havesaid."
educ,Faith should be no barrier to schools teaching respect for LGBT rights,"Recently we’ve seen several clashes between local communities and education leaders over the application of the Equality Act in Britain’s schools. Shraga Stern, the Orthodox Jewish activist, warned earlier this year that Haredi Jews would “leave the UK” if faiths schools were forced to teach children about same-sex relationships and gender reassignment. And last month, the headteacher of a school in Birmingham was petitioned by mainly Muslim parents to do away with a pilot programme called No Outsiders, which is centred around inclusion and diversity as part of sex and relationship education. Although the programme addresses issues as broad as gender, race, ageism, faith and disability, the spotlight has, inevitably, fallen on the teaching of LGBT identities."
educ,Universities need to promote more women to professor,"Science and everyday life cannot and should not be separated.” Those were the words uttered by pioneering British scientist Rosalind Franklin, who firmly believed that the pursuit of science should be accessible to all."
educ,College bribery scandal: professors respond to our anonymous column,"If you think corruption in elite US college admissions is bad, what happens once those students are in the classroom is even worse,” wrote an anonymous professor in the Guardian this week."
educ,"Black female professors must deal with bullying to win promotion, report finds","Black female professors have to overcome bullying, stereotyping and institutional neglect in order to win promotion, according to a damning new report of their experiences working at British universities."
educ,The university professor is always white,"Eighteen months ago the cause of gender equality in UK universities got a welcome boost. Medical schools seeking biomedical research grants worth millions of pounds need not bother applying unless they had proven credentials in supporting women's career progression, the chief medical officer, Professor Dame Sally Davies made clear. For the first time, the pursuit of equality was explicitly linked to major funding streams."
educ,Call for students to film 'biased' teachers brings Brazil's culture wars to classroom,"Jair Bolsonaro has encouraged school students to film teachers during class if they suspect them of pushing leftist ideas, reigniting a battle in one of the most contested arenas of Brazil’s raging culture wars."
educ,Teachers to be helped to job share to prevent classroom exodus,"Teachers will be given more help to job share and a lighter workload in an attempt to prevent experienced staff from leaving the profession, the education secretary has said."
educ,There's no paper in the classroom': why Los Angeles teachers are moving toward a strike,"At the start of the 2018-19 school year, members of the Los Angeles teachers’ union overwhelmingly voted to authorize a strike, granting the union board the authority to approve a walkout as the union and school district continue to negotiate a new contract. The strike authorization provides the union with a possible tactic to leverage a variety of demands over the second largestschool district in the nation."
educ,"Forget Hollywood, I want representation in the classroom","If you ask our “special envoy” what the biggest issue facing Aboriginal peoples is today, he will tell you it’s our attendance in school. In his opinion, every Indigenous student must be attending school every day or the “gap” in all other areas will never be “closed”. But is attendance really the issue? Or is it merely a symptom of something much bigger?"
educ,My classroom has asbestos and bats': a message for Betsy DeVos,"In September, the Guardian invited a team of public school teachers to serve as guest editors of our site and share their stories of teaching in America. As part of the project, our teacher-editors published a manifesto entitled “We shouldn’t be on food stamps: Teachers on how to fix America’s education system”."
educ,NewsWise in the classroom: bringing the project to life,"I noticed initial announcements about the NewsWise project after bringing our journalism club to a workshop at the Guardian Education Centre. The visit was amazing - children and teachers returned inspired and knowledgeable. It was clear that we needed to continue our work to ensure our children were “news wise”, so I registered our interest in NewsWise as soon as I could."
educ,"Teachers risk dying in classrooms if illnesses ignored, union told","Teachers in the UK run the risk of “dying in their classrooms” if they are forced to work through serious illnesses, a teaching union conference has been told after a member revealed dramatic evidence."
educ,Hundreds of academics at top UK universities accused of bullying,"Hundreds of academics have been accused of bullying students and colleagues in the past five years, prompting concerns that a culture of harassment and intimidation is thriving in Britain’s leading universities."
educ,My university accepts overseas students who are doomed to fail,"A few years ago, while working in a business school, I was the academic in my department responsible for looking after PhD students. Around this time, the department dean identified international PhD students as a lucrative income stream. He hoped this might help shore up the department, since his strengths didn’t lie in securing research funding or drawing income from local businesses."
educ,It's hard to build a life when you need to move cities for an academic career,"This summer I started a short-term postdoc after finishing my PhD. I really like my postdoc advisor, who looks out for my mental wellbeing, as well as my new department and the city I’ve moved to. It’s refreshing to be in such a happy environment after experiencing bullying from other students at my previous institution. I’ve been able to design the research plans for the postdoc, and the grant I’m on will support me comfortably for the next 10 months. It sounds like a dream – and it almost is – but the knowledge that all this is for the short term is dampening my enthusiasm."
educ,I reported harassment and was silenced – and I’m a senior academic,"How many of us have contemplated the cost of speaking out against bad behaviour and thought, “no, it’s not worth it”? And how often as a result do perpetrators – great and small – get away with it?"
educ,UK universities urged to review ties with UAE over jailing of academic,"It is no longer safe for British academics and students to work and study in the United Arab Emirates, experts and lecturers’ unions have warned, after a court in the Gulf state jailed for life a Durham PhD student accused of spying."
educ,"Schools pushing children into home schooling, say councils","Local authorities in England say some parents are being “coerced” by schools into home educating their children, often before GCSE exams, and that there has been a sharp increase in the number of pupils being removed, according to the government’s admissions watchdog."
educ,School is very oppressive’: why home-schooling is on the rise,"Every morning Ben Mumford starts his school day with maths. At the age of 10 he is already working at GCSE level, but he doesn’t always bother to get out of his pyjamas in time for the class. He reads more books than most of his friends, studies science on the beach, and recently built a go-kart in a technology lesson. Ben is happy and fulfilled. All, his mother Claire Mumford believes, thanks to home-schooling. “It’s not that I’m anti-establishment,” says Mumford, who has been home-schooling Ben and her other children, Sam, 11, and Amelia, eight, for the last year. “It’s just that schools haven’t got the time to nurture and teach children the way I think they should. School is very oppressive for young people. It’s not natural to be sat at a desk all day, with fluorescent lights, computer screens, barely able to see outside.” Her children get “time to relax and to be kids – to go to the woods, build dens and to learn what they’re excited about.”"
educ,Call for more regulation of home-schooled children in England," The children’s commissioner for England is calling for greater supervision for children being home-educated after their numbers have doubled in the past five years, driven by pupils being “off-rolled” or informally excluded by schools."
educ,The future of schooling: we need a radical new education manifesto,"At a seminar in Westminster last week, Mick Waters called for a radical rethink of schooling. Here is the transcript of his talk."
educ,Parents hit out at plans to increase oversight of home education,"Parents who home-school their children have hit out at government proposals to increase oversight of home education, saying they undermine parental rights and cast suspicion on those who choose not to put their children in school."
educ,10 good reasons to home school your child,From going on holiday when you like and writing your own timetable to bringing them back into the school system if and when they are ready
educ,A caste system in schooling is a bad ideal,"A London secondary school has decided that it can no longer put up with the ""board school"" scholarship boy, and has renounced a considerable annual grant from the London County Council paid for the education of these boys."
educ,Private schooling at the public’s expense,"Robert Halfon, chairman of the House of Commons education select committee, is right to defend the principle of “continuity of education” for government staff serving overseas (which applies to the MoD, FCO, DfID and families from other departments)."
educ,Extreme distance learning: a look at home-schooling in the wild,"In 2001, Brooke Tartaglia and her husband Joey, originally from Arizona, US, moved to Mibu, a remote village on an island off the northern coast of Papua New Guinea. It was a two-day hike to the closest shop, and a three-hour speedboat ride to the nearest town, from which the family would have to take a helicopter ride to get home."
educ,"No toilets, no schooling","In the rural village of Catavicollo in Western Bolivia, 13-year-old Nancy Nina Parina frowns when she remembers what life was like without a toilet. ""We used to go up into the hills behind the school,"" she says. ""We girls had to go further up to make sure the boys couldn't see us and laugh at us."""
educ,Council register of home-schooled children proposed,Parents will be required to register home-educated children with their local authority under government proposals intended to prevent young people from disappearing off the radar.
educ,Home schooling: one month in and we still think we're right. Probably…,"One month in and our world order hasn't collapsed. Our four-year-old daughter hasn't become shy and awkward and unable to do anything other than pull the legs off small insects. Although, of course, it is still early days."
educ,The dark side of home schooling: creating soldiers for the culture war,"Several decades ago, political activists on the religious right began to put together an ""ideology machine"". Home schooling was a big part of the plan. The idea was to breed and ""train up"" an army of culture warriors. We now are faced with the consequences of their actions, some of which are quite disturbing."
educ,"Early schooling damaging children's wellbeing, say experts","More than 100 teachers, writers and academics have said the government's early years education policies are damaging children's health and wellbeing."
educ,There's nothing irregular about flexi-schooling,"Another school year under way and my friend Nicky has started it with a £60 fine from Babcock for the “irregular” attendance in the last school year of his five-year-old daughter, Cara."
